[2022-06-20 19:36:46,090][run.py][line:117][INFO] start training on GPU 0!
[2022-06-20 19:36:46,090][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, iemocaptest=True, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='DailyDialog', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=9e-06, dropout=0.1, batch_size=32, epochs=80, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-20 19:37:37,138][run.py][line:158][INFO] Epoch: 1, train_loss: 0.9341, train_acc: 79.83, train_micro_fscore: 7.64, train_macro_fscore: 14.64, valid_loss: 0.3419, valid_acc: 90.28, valid_micro_fscore: 50.33, valid_macro_fscore: 22.11, test_loss: 1.9826, test_acc: 18.5, test_micro_fscore: 1.76, test_macro_fscore: 6.87, time: 33.19 sec
[2022-06-20 19:43:05,569][run.py][line:158][INFO] Epoch: 12, train_loss: 0.1418, train_acc: 95.17, train_micro_fscore: 84.13, train_macro_fscore: 58.95, valid_loss: 0.2823, valid_acc: 91.26, valid_micro_fscore: 61.19, valid_macro_fscore: 43.12, test_loss: 1.593, test_acc: 36.37, test_micro_fscore: 27.65, test_macro_fscore: 20.24, time: 31.51 sec
[2022-06-20 19:43:28,709][run.py][line:158][INFO] Epoch: 13, train_loss: 0.1398, train_acc: 95.19, train_micro_fscore: 84.25, train_macro_fscore: 60.34, valid_loss: 0.2807, valid_acc: 91.05, valid_micro_fscore: 60.95, valid_macro_fscore: 43.09, test_loss: 1.5812, test_acc: 36.5, test_micro_fscore: 28.04, test_macro_fscore: 20.43, time: 23.14 sec
[2022-06-20 19:43:53,895][run.py][line:158][INFO] Epoch: 14, train_loss: 0.139, train_acc: 95.27, train_micro_fscore: 84.53, train_macro_fscore: 61.74, valid_loss: 0.2814, valid_acc: 91.34, valid_micro_fscore: 60.86, valid_macro_fscore: 41.64, test_loss: 1.5818, test_acc: 36.44, test_micro_fscore: 27.88, test_macro_fscore: 20.02, time: 25.19 sec
[2022-06-20 19:44:23,372][run.py][line:158][INFO] Epoch: 15, train_loss: 0.138, train_acc: 95.28, train_micro_fscore: 84.68, train_macro_fscore: 63.21, valid_loss: 0.2876, valid_acc: 91.03, valid_micro_fscore: 61.17, valid_macro_fscore: 42.54, test_loss: 1.5565, test_acc: 37.24, test_micro_fscore: 29.0, test_macro_fscore: 20.37, time: 29.48 sec
[2022-06-20 19:44:44,773][run.py][line:158][INFO] Epoch: 16, train_loss: 0.1374, train_acc: 95.29, train_micro_fscore: 84.68, train_macro_fscore: 63.5, valid_loss: 0.2798, valid_acc: 91.36, valid_micro_fscore: 60.96, valid_macro_fscore: 43.29, test_loss: 1.5193, test_acc: 37.42, test_micro_fscore: 29.54, test_macro_fscore: 20.11, time: 21.4 sec
[2022-06-20 19:45:08,988][run.py][line:158][INFO] Epoch: 17, train_loss: 0.1362, train_acc: 95.37, train_micro_fscore: 84.96, train_macro_fscore: 64.51, valid_loss: 0.28, valid_acc: 91.32, valid_micro_fscore: 61.08, valid_macro_fscore: 43.09, test_loss: 1.5019, test_acc: 37.05, test_micro_fscore: 29.21, test_macro_fscore: 19.95, time: 24.21 sec
[2022-06-20 19:45:34,095][run.py][line:158][INFO] Epoch: 18, train_loss: 0.1354, train_acc: 95.38, train_micro_fscore: 84.98, train_macro_fscore: 64.91, valid_loss: 0.2891, valid_acc: 91.21, valid_micro_fscore: 61.18, valid_macro_fscore: 42.97, test_loss: 1.5001, test_acc: 36.99, test_micro_fscore: 29.07, test_macro_fscore: 20.27, time: 25.11 sec
[2022-06-20 19:46:05,061][run.py][line:158][INFO] Epoch: 19, train_loss: 0.1348, train_acc: 95.39, train_micro_fscore: 85.0, train_macro_fscore: 64.88, valid_loss: 0.28, valid_acc: 90.93, valid_micro_fscore: 61.55, valid_macro_fscore: 43.89, test_loss: 1.4912, test_acc: 37.18, test_micro_fscore: 29.47, test_macro_fscore: 20.39, time: 30.97 sec
[2022-06-20 19:46:25,162][run.py][line:158][INFO] Epoch: 20, train_loss: 0.1349, train_acc: 95.38, train_micro_fscore: 84.99, train_macro_fscore: 65.16, valid_loss: 0.2843, valid_acc: 91.26, valid_micro_fscore: 61.35, valid_macro_fscore: 43.43, test_loss: 1.4874, test_acc: 37.24, test_micro_fscore: 29.44, test_macro_fscore: 20.5, time: 20.1 sec
[2022-06-20 19:46:57,791][run.py][line:158][INFO] Epoch: 21, train_loss: 0.1339, train_acc: 95.41, train_micro_fscore: 85.08, train_macro_fscore: 65.73, valid_loss: 0.2897, valid_acc: 91.29, valid_micro_fscore: 61.76, valid_macro_fscore: 43.8, test_loss: 1.456, test_acc: 37.85, test_micro_fscore: 30.55, test_macro_fscore: 20.98, time: 32.63 sec
[2022-06-20 19:47:32,487][run.py][line:158][INFO] Epoch: 22, train_loss: 0.1335, train_acc: 95.42, train_micro_fscore: 85.12, train_macro_fscore: 66.73, valid_loss: 0.2892, valid_acc: 90.98, valid_micro_fscore: 61.15, valid_macro_fscore: 42.62, test_loss: 1.4647, test_acc: 37.67, test_micro_fscore: 30.12, test_macro_fscore: 20.9, time: 34.7 sec
[2022-06-20 19:48:10,486][run.py][line:158][INFO] Epoch: 23, train_loss: 0.133, train_acc: 95.44, train_micro_fscore: 85.2, train_macro_fscore: 66.69, valid_loss: 0.2877, valid_acc: 91.16, valid_micro_fscore: 61.18, valid_macro_fscore: 43.41, test_loss: 1.4506, test_acc: 38.1, test_micro_fscore: 30.89, test_macro_fscore: 21.68, time: 38.0 sec
[2022-06-20 19:48:53,046][run.py][line:158][INFO] Epoch: 24, train_loss: 0.1324, train_acc: 95.4, train_micro_fscore: 85.17, train_macro_fscore: 67.63, valid_loss: 0.2967, valid_acc: 91.11, valid_micro_fscore: 60.97, valid_macro_fscore: 42.35, test_loss: 1.4305, test_acc: 39.4, test_micro_fscore: 32.14, test_macro_fscore: 22.94, time: 42.56 sec
[2022-06-20 19:49:21,530][run.py][line:158][INFO] Epoch: 25, train_loss: 0.1317, train_acc: 95.47, train_micro_fscore: 85.37, train_macro_fscore: 69.77, valid_loss: 0.2811, valid_acc: 91.59, valid_micro_fscore: 60.76, valid_macro_fscore: 43.77, test_loss: 1.4399, test_acc: 39.77, test_micro_fscore: 32.65, test_macro_fscore: 23.05, time: 28.48 sec
[2022-06-20 19:49:41,254][run.py][line:158][INFO] Epoch: 26, train_loss: 0.1315, train_acc: 95.46, train_micro_fscore: 85.34, train_macro_fscore: 70.66, valid_loss: 0.2855, valid_acc: 91.4, valid_micro_fscore: 61.35, valid_macro_fscore: 43.84, test_loss: 1.4189, test_acc: 40.38, test_micro_fscore: 33.76, test_macro_fscore: 23.82, time: 19.72 sec
[2022-06-20 19:50:12,613][run.py][line:158][INFO] Epoch: 27, train_loss: 0.1306, train_acc: 95.51, train_micro_fscore: 85.5, train_macro_fscore: 71.38, valid_loss: 0.2937, valid_acc: 91.56, valid_micro_fscore: 61.01, valid_macro_fscore: 43.75, test_loss: 1.3929, test_acc: 44.76, test_micro_fscore: 38.94, test_macro_fscore: 27.21, time: 31.36 sec
[2022-06-20 19:50:32,434][run.py][line:158][INFO] Epoch: 28, train_loss: 0.1307, train_acc: 95.49, train_micro_fscore: 85.47, train_macro_fscore: 71.68, valid_loss: 0.2829, valid_acc: 91.24, valid_micro_fscore: 61.62, valid_macro_fscore: 43.65, test_loss: 1.3865, test_acc: 42.42, test_micro_fscore: 36.4, test_macro_fscore: 25.48, time: 19.82 sec
[2022-06-20 19:51:01,441][run.py][line:158][INFO] Epoch: 29, train_loss: 0.1304, train_acc: 95.53, train_micro_fscore: 85.61, train_macro_fscore: 72.23, valid_loss: 0.2816, valid_acc: 91.16, valid_micro_fscore: 61.11, valid_macro_fscore: 43.74, test_loss: 1.3867, test_acc: 41.92, test_micro_fscore: 35.8, test_macro_fscore: 25.36, time: 29.01 sec
[2022-06-20 19:51:33,432][run.py][line:158][INFO] Epoch: 30, train_loss: 0.1299, train_acc: 95.52, train_micro_fscore: 85.58, train_macro_fscore: 73.52, valid_loss: 0.2924, valid_acc: 91.36, valid_micro_fscore: 60.85, valid_macro_fscore: 42.24, test_loss: 1.3975, test_acc: 43.46, test_micro_fscore: 37.55, test_macro_fscore: 26.24, time: 31.99 sec
[2022-06-20 19:52:02,346][run.py][line:158][INFO] Epoch: 31, train_loss: 0.1298, train_acc: 95.57, train_micro_fscore: 85.76, train_macro_fscore: 73.39, valid_loss: 0.2883, valid_acc: 91.29, valid_micro_fscore: 61.26, valid_macro_fscore: 43.49, test_loss: 1.3899, test_acc: 43.46, test_micro_fscore: 37.52, test_macro_fscore: 26.42, time: 28.91 sec
[2022-06-20 19:52:35,071][run.py][line:158][INFO] Epoch: 32, train_loss: 0.1288, train_acc: 95.56, train_micro_fscore: 85.77, train_macro_fscore: 74.04, valid_loss: 0.2775, valid_acc: 91.32, valid_micro_fscore: 61.39, valid_macro_fscore: 43.71, test_loss: 1.3528, test_acc: 44.94, test_micro_fscore: 39.62, test_macro_fscore: 27.73, time: 32.72 sec
[2022-06-20 19:53:08,409][run.py][line:158][INFO] Epoch: 33, train_loss: 0.1284, train_acc: 95.55, train_micro_fscore: 85.75, train_macro_fscore: 74.61, valid_loss: 0.2859, valid_acc: 91.21, valid_micro_fscore: 61.47, valid_macro_fscore: 46.11, test_loss: 1.3649, test_acc: 46.61, test_micro_fscore: 41.56, test_macro_fscore: 33.91, time: 33.34 sec
[2022-06-20 19:53:37,050][run.py][line:158][INFO] Epoch: 34, train_loss: 0.1283, train_acc: 95.56, train_micro_fscore: 85.78, train_macro_fscore: 74.36, valid_loss: 0.2849, valid_acc: 91.26, valid_micro_fscore: 61.42, valid_macro_fscore: 46.14, test_loss: 1.3373, test_acc: 46.73, test_micro_fscore: 41.76, test_macro_fscore: 29.23, time: 28.64 sec
[2022-06-20 19:54:00,114][run.py][line:158][INFO] Epoch: 35, train_loss: 0.1283, train_acc: 95.52, train_micro_fscore: 85.64, train_macro_fscore: 74.22, valid_loss: 0.287, valid_acc: 91.35, valid_micro_fscore: 61.5, valid_macro_fscore: 46.05, test_loss: 1.3272, test_acc: 47.04, test_micro_fscore: 42.18, test_macro_fscore: 29.6, time: 23.06 sec
[2022-06-20 19:54:30,312][run.py][line:158][INFO] Epoch: 36, train_loss: 0.128, train_acc: 95.61, train_micro_fscore: 85.95, train_macro_fscore: 74.78, valid_loss: 0.2839, valid_acc: 91.23, valid_micro_fscore: 61.4, valid_macro_fscore: 46.16, test_loss: 1.3416, test_acc: 46.55, test_micro_fscore: 41.39, test_macro_fscore: 34.19, time: 30.2 sec
[2022-06-20 19:55:04,575][run.py][line:158][INFO] Epoch: 37, train_loss: 0.1273, train_acc: 95.6, train_micro_fscore: 85.88, train_macro_fscore: 75.19, valid_loss: 0.2903, valid_acc: 91.26, valid_micro_fscore: 61.66, valid_macro_fscore: 45.91, test_loss: 1.3233, test_acc: 47.53, test_micro_fscore: 42.75, test_macro_fscore: 35.18, time: 34.26 sec
[2022-06-20 19:55:29,651][run.py][line:158][INFO] Epoch: 38, train_loss: 0.1273, train_acc: 95.61, train_micro_fscore: 85.95, train_macro_fscore: 75.06, valid_loss: 0.2865, valid_acc: 91.18, valid_micro_fscore: 61.57, valid_macro_fscore: 46.57, test_loss: 1.2883, test_acc: 49.01, test_micro_fscore: 44.83, test_macro_fscore: 36.75, time: 25.08 sec
[2022-06-20 19:56:06,817][run.py][line:158][INFO] Epoch: 39, train_loss: 0.1269, train_acc: 95.6, train_micro_fscore: 85.96, train_macro_fscore: 75.27, valid_loss: 0.2824, valid_acc: 91.44, valid_micro_fscore: 60.56, valid_macro_fscore: 45.68, test_loss: 1.3311, test_acc: 48.27, test_micro_fscore: 43.29, test_macro_fscore: 35.85, time: 37.17 sec
[2022-06-20 19:56:48,521][run.py][line:158][INFO] Epoch: 40, train_loss: 0.1261, train_acc: 95.62, train_micro_fscore: 85.95, train_macro_fscore: 75.12, valid_loss: 0.2789, valid_acc: 91.44, valid_micro_fscore: 61.8, valid_macro_fscore: 46.29, test_loss: 1.3075, test_acc: 49.82, test_micro_fscore: 45.77, test_macro_fscore: 37.4, time: 41.7 sec
[2022-06-20 19:57:20,589][run.py][line:158][INFO] Epoch: 41, train_loss: 0.1265, train_acc: 95.59, train_micro_fscore: 85.91, train_macro_fscore: 75.36, valid_loss: 0.2834, valid_acc: 91.25, valid_micro_fscore: 61.51, valid_macro_fscore: 47.77, test_loss: 1.2994, test_acc: 50.0, test_micro_fscore: 45.59, test_macro_fscore: 38.59, time: 32.07 sec
[2022-06-20 19:57:51,479][run.py][line:158][INFO] Epoch: 42, train_loss: 0.1263, train_acc: 95.62, train_micro_fscore: 86.02, train_macro_fscore: 76.06, valid_loss: 0.2859, valid_acc: 91.41, valid_micro_fscore: 61.44, valid_macro_fscore: 46.09, test_loss: 1.3102, test_acc: 49.57, test_micro_fscore: 45.0, test_macro_fscore: 37.74, time: 30.89 sec
[2022-06-20 19:58:11,485][run.py][line:158][INFO] Epoch: 43, train_loss: 0.1251, train_acc: 95.64, train_micro_fscore: 86.05, train_macro_fscore: 75.87, valid_loss: 0.2848, valid_acc: 91.23, valid_micro_fscore: 61.55, valid_macro_fscore: 46.27, test_loss: 1.3062, test_acc: 49.69, test_micro_fscore: 45.33, test_macro_fscore: 37.88, time: 20.01 sec
[2022-06-20 19:58:42,261][run.py][line:158][INFO] Epoch: 44, train_loss: 0.125, train_acc: 95.64, train_micro_fscore: 86.08, train_macro_fscore: 75.68, valid_loss: 0.2794, valid_acc: 91.36, valid_micro_fscore: 61.64, valid_macro_fscore: 46.57, test_loss: 1.296, test_acc: 49.88, test_micro_fscore: 45.46, test_macro_fscore: 38.69, time: 30.78 sec
[2022-06-20 19:59:03,441][run.py][line:158][INFO] Epoch: 45, train_loss: 0.1247, train_acc: 95.65, train_micro_fscore: 86.07, train_macro_fscore: 76.23, valid_loss: 0.2975, valid_acc: 91.31, valid_micro_fscore: 61.51, valid_macro_fscore: 46.28, test_loss: 1.3083, test_acc: 49.51, test_micro_fscore: 44.95, test_macro_fscore: 38.76, time: 21.18 sec
[2022-06-20 19:59:27,217][run.py][line:158][INFO] Epoch: 46, train_loss: 0.1253, train_acc: 95.65, train_micro_fscore: 86.1, train_macro_fscore: 76.1, valid_loss: 0.2791, valid_acc: 91.45, valid_micro_fscore: 61.4, valid_macro_fscore: 46.27, test_loss: 1.2874, test_acc: 52.9, test_micro_fscore: 48.99, test_macro_fscore: 42.76, time: 23.78 sec
[2022-06-20 19:59:47,847][run.py][line:158][INFO] Epoch: 47, train_loss: 0.1248, train_acc: 95.63, train_micro_fscore: 86.03, train_macro_fscore: 76.03, valid_loss: 0.2899, valid_acc: 90.98, valid_micro_fscore: 61.22, valid_macro_fscore: 46.32, test_loss: 1.3058, test_acc: 50.25, test_micro_fscore: 45.91, test_macro_fscore: 39.85, time: 20.63 sec
[2022-06-20 20:00:06,707][run.py][line:158][INFO] Epoch: 48, train_loss: 0.1245, train_acc: 95.68, train_micro_fscore: 86.2, train_macro_fscore: 76.61, valid_loss: 0.3032, valid_acc: 91.18, valid_micro_fscore: 61.64, valid_macro_fscore: 46.61, test_loss: 1.3003, test_acc: 50.62, test_micro_fscore: 46.4, test_macro_fscore: 40.48, time: 18.86 sec
[2022-06-20 20:00:27,423][run.py][line:158][INFO] Epoch: 49, train_loss: 0.1239, train_acc: 95.73, train_micro_fscore: 86.35, train_macro_fscore: 76.44, valid_loss: 0.2825, valid_acc: 91.19, valid_micro_fscore: 62.0, valid_macro_fscore: 47.17, test_loss: 1.2947, test_acc: 50.99, test_micro_fscore: 46.78, test_macro_fscore: 40.76, time: 20.72 sec
[2022-06-20 20:00:49,527][run.py][line:158][INFO] Epoch: 50, train_loss: 0.124, train_acc: 95.7, train_micro_fscore: 86.29, train_macro_fscore: 76.51, valid_loss: 0.2815, valid_acc: 91.44, valid_micro_fscore: 61.86, valid_macro_fscore: 46.47, test_loss: 1.2743, test_acc: 52.96, test_micro_fscore: 49.14, test_macro_fscore: 42.58, time: 22.1 sec
[2022-06-20 20:01:09,354][run.py][line:158][INFO] Epoch: 51, train_loss: 0.1235, train_acc: 95.66, train_micro_fscore: 86.16, train_macro_fscore: 76.77, valid_loss: 0.2904, valid_acc: 91.16, valid_micro_fscore: 61.45, valid_macro_fscore: 46.22, test_loss: 1.2799, test_acc: 54.07, test_micro_fscore: 50.35, test_macro_fscore: 44.47, time: 19.83 sec
[2022-06-20 20:01:36,154][run.py][line:158][INFO] Epoch: 52, train_loss: 0.1234, train_acc: 95.7, train_micro_fscore: 86.24, train_macro_fscore: 76.49, valid_loss: 0.2884, valid_acc: 91.26, valid_micro_fscore: 61.47, valid_macro_fscore: 46.11, test_loss: 1.2848, test_acc: 52.77, test_micro_fscore: 48.86, test_macro_fscore: 42.91, time: 26.8 sec
[2022-06-20 20:02:04,584][run.py][line:158][INFO] Epoch: 53, train_loss: 0.1225, train_acc: 95.7, train_micro_fscore: 86.29, train_macro_fscore: 77.06, valid_loss: 0.2898, valid_acc: 91.21, valid_micro_fscore: 61.28, valid_macro_fscore: 46.15, test_loss: 1.2736, test_acc: 53.76, test_micro_fscore: 50.06, test_macro_fscore: 44.4, time: 28.43 sec
[2022-06-20 20:02:38,780][run.py][line:158][INFO] Epoch: 54, train_loss: 0.1235, train_acc: 95.7, train_micro_fscore: 86.26, train_macro_fscore: 76.99, valid_loss: 0.2888, valid_acc: 91.44, valid_micro_fscore: 60.91, valid_macro_fscore: 45.77, test_loss: 1.2767, test_acc: 54.44, test_micro_fscore: 50.51, test_macro_fscore: 44.78, time: 34.2 sec
[2022-06-20 20:03:09,284][run.py][line:158][INFO] Epoch: 55, train_loss: 0.1228, train_acc: 95.7, train_micro_fscore: 86.3, train_macro_fscore: 76.98, valid_loss: 0.2871, valid_acc: 90.71, valid_micro_fscore: 61.03, valid_macro_fscore: 46.31, test_loss: 1.2649, test_acc: 53.64, test_micro_fscore: 49.9, test_macro_fscore: 44.95, time: 30.5 sec
[2022-06-20 20:03:42,845][run.py][line:158][INFO] Epoch: 56, train_loss: 0.1221, train_acc: 95.71, train_micro_fscore: 86.34, train_macro_fscore: 77.05, valid_loss: 0.2865, valid_acc: 91.04, valid_micro_fscore: 61.23, valid_macro_fscore: 45.59, test_loss: 1.2774, test_acc: 51.36, test_micro_fscore: 46.84, test_macro_fscore: 43.32, time: 33.56 sec
[2022-06-20 20:04:12,020][run.py][line:158][INFO] Epoch: 57, train_loss: 0.1213, train_acc: 95.72, train_micro_fscore: 86.34, train_macro_fscore: 77.08, valid_loss: 0.2809, valid_acc: 91.46, valid_micro_fscore: 61.28, valid_macro_fscore: 46.46, test_loss: 1.2568, test_acc: 55.86, test_micro_fscore: 52.44, test_macro_fscore: 46.19, time: 29.17 sec
[2022-06-20 20:04:39,035][run.py][line:158][INFO] Epoch: 58, train_loss: 0.1216, train_acc: 95.71, train_micro_fscore: 86.29, train_macro_fscore: 76.79, valid_loss: 0.2793, valid_acc: 91.1, valid_micro_fscore: 61.59, valid_macro_fscore: 46.11, test_loss: 1.269, test_acc: 54.19, test_micro_fscore: 50.4, test_macro_fscore: 45.46, time: 27.01 sec
[2022-06-20 20:05:06,186][run.py][line:158][INFO] Epoch: 59, train_loss: 0.1214, train_acc: 95.75, train_micro_fscore: 86.43, train_macro_fscore: 77.29, valid_loss: 0.2838, valid_acc: 91.25, valid_micro_fscore: 61.68, valid_macro_fscore: 46.09, test_loss: 1.2631, test_acc: 54.25, test_micro_fscore: 50.29, test_macro_fscore: 45.02, time: 27.15 sec
[2022-06-20 20:05:33,217][run.py][line:158][INFO] Epoch: 60, train_loss: 0.1211, train_acc: 95.72, train_micro_fscore: 86.33, train_macro_fscore: 77.41, valid_loss: 0.3011, valid_acc: 91.26, valid_micro_fscore: 61.63, valid_macro_fscore: 46.12, test_loss: 1.2894, test_acc: 54.56, test_micro_fscore: 50.74, test_macro_fscore: 45.4, time: 27.03 sec
[2022-06-20 20:06:06,268][run.py][line:158][INFO] Epoch: 61, train_loss: 0.121, train_acc: 95.75, train_micro_fscore: 86.5, train_macro_fscore: 77.71, valid_loss: 0.3004, valid_acc: 91.21, valid_micro_fscore: 60.6, valid_macro_fscore: 45.59, test_loss: 1.2756, test_acc: 53.14, test_micro_fscore: 48.81, test_macro_fscore: 44.53, time: 33.05 sec
[2022-06-20 20:06:41,036][run.py][line:158][INFO] Epoch: 62, train_loss: 0.1206, train_acc: 95.76, train_micro_fscore: 86.44, train_macro_fscore: 77.83, valid_loss: 0.2911, valid_acc: 91.25, valid_micro_fscore: 61.43, valid_macro_fscore: 46.16, test_loss: 1.2803, test_acc: 53.45, test_micro_fscore: 49.38, test_macro_fscore: 44.61, time: 34.77 sec
[2022-06-20 20:07:04,126][run.py][line:158][INFO] Epoch: 63, train_loss: 0.1204, train_acc: 95.8, train_micro_fscore: 86.61, train_macro_fscore: 77.46, valid_loss: 0.2895, valid_acc: 91.14, valid_micro_fscore: 61.35, valid_macro_fscore: 46.16, test_loss: 1.2534, test_acc: 55.67, test_micro_fscore: 52.11, test_macro_fscore: 46.37, time: 23.09 sec
[2022-06-20 20:07:24,291][run.py][line:158][INFO] Epoch: 64, train_loss: 0.1197, train_acc: 95.81, train_micro_fscore: 86.55, train_macro_fscore: 77.36, valid_loss: 0.2995, valid_acc: 90.94, valid_micro_fscore: 61.49, valid_macro_fscore: 46.64, test_loss: 1.2802, test_acc: 54.62, test_micro_fscore: 51.13, test_macro_fscore: 45.4, time: 20.17 sec
[2022-06-20 20:07:46,890][run.py][line:158][INFO] Epoch: 65, train_loss: 0.1197, train_acc: 95.75, train_micro_fscore: 86.44, train_macro_fscore: 77.52, valid_loss: 0.2856, valid_acc: 91.25, valid_micro_fscore: 61.44, valid_macro_fscore: 46.06, test_loss: 1.2863, test_acc: 54.32, test_micro_fscore: 50.62, test_macro_fscore: 45.48, time: 22.6 sec
[2022-06-20 20:08:14,707][run.py][line:158][INFO] Epoch: 66, train_loss: 0.1193, train_acc: 95.83, train_micro_fscore: 86.73, train_macro_fscore: 78.34, valid_loss: 0.289, valid_acc: 91.32, valid_micro_fscore: 61.51, valid_macro_fscore: 46.25, test_loss: 1.2776, test_acc: 55.92, test_micro_fscore: 52.53, test_macro_fscore: 46.74, time: 27.82 sec
